10	43572474	43625799	RET	2/20	5679	-2.271	0.781675320	99.873154781	99.876404990
10	43596166	43609997	RET	3/20	1626	-5.639	0.283812913	99.275725696	99.353672678
10	43598075	43620341	RET	4/20	2343	-3.122	0.577521553	99.666070021	99.674195544
11	2466712	2870339	KCNQ1	2/16	2769	-4.630	0.368782669	99.201028923	99.084804924
11	2549228	2870339	KCNQ1	3/16	2695	-4.676	0.363123823	99.128537650	98.999777129
11	2594208	2870339	KCNQ1	7/16	2235	-4.610	0.370610912	98.500840992	98.249472131
11	2604761	2869909	KCNQ1	8/16	1699	-4.586	0.373222687	98.297586836	97.985914986
11	2606517	2870339	KCNQ1	9/16	2038	-4.443	0.386978037	98.102022907	97.714087219
11	2610078	2870339	KCNQ1	11/16	1757	-3.655	0.486660793	97.328676248	96.537134221
11	2683310	2870339	KCNQ1	12/16	1630	-3.504	0.510631086	96.865173196	95.121958297
11	2790146	2870339	KCNQ1	13/16	1555	-3.592	0.496469460	96.534348327	1.356904315
11	2797261	2869819	KCNQ1	14/16	959	-2.945	0.613186795	96.409447430	93.669753205
11	2798255	2869889	KCNQ1	15/16	965	-2.877	0.627725678	96.173952359	43.000355201
11	2799255	2870339	KCNQ1	16/16	1357	-2.720	0.664319551	95.409543775	0.005891004
11	44286724	44331716	ALX4	3/4	1023	-3.041	0.592872988	98.017778645	97.418550337
11	44289155	44331716	ALX4	2/4	901	-3.335	0.539041397	97.703001684	97.011867907
13	78475335	78493903	EDNRB	4/8	1236	-3.302	0.545512796	98.788600588	98.886832358
16	2097465	2105440	TSC2	2/42	1155	-4.670	0.363704217	97.917950790	97.592639669
16	2098728	2120518	TSC2	3/42	1682	-2.565	0.701464800	99.200100292	99.143802025
16	2107150	2124255	TSC2	10/42	1605	-3.047	0.591392982	99.164115833	99.116204266
16	2108845	2126508	TSC2	11/42	1829	-1.723	0.978574156	99.394010097	99.392414012
16	2110807	2122324	TSC2	12/42	1078	-1.925	0.898160498	98.543093712	98.517266156
16	2124389	2133787	TSC2	23/42	1443	-2.485	0.721546450	99.169078206	99.228713741
16	2130351	2136360	TSC2	31/42	1254	-4.271	0.405956937	98.940663948	99.016115234
16	2132492	2138050	TSC2	33/42	1209	-4.342	0.397396118	98.868027576	98.903170463
16	2162953	2166063	PKD1	11/46	1223	-7.830	0.172232070	97.809446037	97.476938024
16	2167042	2168049	PKD1	6/46	457	-1.973	0.880864741	95.942374951	90.301259572
17	7574029	7590856	TP53	9/11	1197	-4.323	0.399601617	98.712917144	99.027839203
17	7577607	7579586	TP53	6/11	577	-3.135	0.575025857	97.777263161	98.180056948
17	7578536	7590856	TP53	4/11	588	-3.155	0.571775647	97.315007957	97.760547800
17	17584786	17714767	RAI1	3/6	7668	-15.855	0.039553886	99.974346563	99.976581082
18	19749403	19761535	GATA6	2/7	1705	-4.735	0.357319877	97.899087968	97.187756462
2	16080685	16086028	MYCN	2/3	1504	-4.513	0.380013303	98.544718816	98.405511194
2	45169957	45173216	SIX3	2/2	1604	-2.922	0.618526425	96.515224328	94.760836836
2	121549984	121748335	GLI2	2/14	4919	-9.355	0.128267186	99.944078989	99.949882934
2	121555037	121750229	GLI2	3/14	6611	-8.940	0.138424090	99.936040525	99.943208398
2	121685040	121750229	GLI2	4/14	6499	-9.154	0.132736223	99.930904034	99.937955827
2	121709014	121747755	GLI2	5/14	3826	-8.563	0.149103349	99.872023011	99.880409712
2	121729634	121747527	GLI2	9/14	2867	-7.540	0.182388973	99.679012819	99.691114044
2	121732682	121748195	GLI2	10/14	3346	-9.432	0.126671101	99.797761534	99.815666705
2	121736157	121749139	GLI2	11/14	4138	-10.280	0.108736911	99.787691690	99.810443154
2	121740453	121746764	GLI2	12/14	1598	-4.568	0.375137989	98.689498226	98.560853784
20	30946154	31027122	ASXL1	2/13	7044	-7.238	0.194954514	99.956470412	99.968513598
20	30956924	31027122	ASXL1	5/13	6367	-7.903	0.169359117	99.950318230	99.964276718
20	50401213	50419059	SALL4	3/4	2868	-7.103	0.200874538	99.810501194	99.870572025
20	50405676	50407444	SALL4	2/4	890	-2.430	0.736926904	98.477741290	98.755953397
20	62039875	62103991	KCNQ2	15/17	1968	-1.720	0.979792985	99.145862426	99.054044015
20	62046471	62103991	KCNQ2	12/17	1497	-2.485	0.721604489	98.513174375	98.394831935
20	62051019	62103991	KCNQ2	11/17	1440	-2.496	0.718557418	98.414913585	98.305364122
20	62055544	62103991	KCNQ2	10/17	1418	-2.498	0.718006043	98.402057847	98.296106830
20	62059777	62103991	KCNQ2	9/17	1344	-1.805	0.944069703	98.346978408	98.342915647
20	62062719	62103991	KCNQ2	8/17	1305	-1.738	0.972480014	98.277127929	98.289983668
20	62065255	62103991	KCNQ2	6/17	1207	-1.947	0.889976935	98.063049416	98.073989852
20	62070991	62103991	KCNQ2	5/17	1067	-1.896	0.909391131	97.704597769	97.683732587
